Unnamed: 0,car_name,model,vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,price_per_km,is_luxury,is_high_performance,is_fuel_efficient,brand_Audi,brand_BMW,brand_Bentley,brand_Datsun,brand_Ferrari,brand_Force,brand_Ford,brand_Honda,brand_Hyundai,brand_ISUZU,brand_Isuzu,brand_Jaguar,brand_Jeep,brand_Kia,brand_Land Rover,brand_Lexus,brand_MG,brand_Mahindra,brand_Maruti,brand_Maserati,brand_Mercedes-AMG,brand_Mercedes-Benz,brand_Mini,brand_Nissan,brand_Porsche,brand_Renault,brand_Rolls-Royce,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,brand_Volvo,fuel_type_CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,age_category_New,age_category_Recent,age_category_Mature,age_category_Old,mileage_category_Low,mileage_category_Average,mileage_category_Good,mileage_category_Excellent
306,Hyundai i20,i20,5,20000.0,21.19,1396.0,88.73,5,699000.0,34.94825258737063,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
308,Maruti Wagon R,Wagon R,7,21717.0,20.51,998.0,67.04,5,340000.0,15.655216870798416,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
309,Renault Duster,Duster,7,40000.0,20.45,1461.0,83.8,5,500000.0,12.499687507812304,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
310,Honda City,City,4,50000.0,17.14,1497.0,117.6,5,1050000.0,20.999580008399832,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
311,Renault Duster,Duster,5,90000.0,19.6,1461.0,108.45,5,600000.0,6.666592593415629,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
313,Maruti Swift,Swift,4,27876.0,20.4,1197.0,81.8,5,491000.0,17.613086056605805,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
314,Land Rover Rover,Rover,5,56000.0,12.63,1999.0,177.0,5,1485000.0,26.517383618149676,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False
315,Hyundai i10,i10,13,57215.0,20.36,1197.0,78.9,5,160000.0,2.796420581655481,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
316,Hyundai Venue,Venue,2,5400.0,18.27,998.0,118.35,5,985000.0,182.37363451212738,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False
317,Maruti Swift Dzire,Swift Dzire,7,60000.0,23.4,1248.0,74.0,5,500000.0,8.33319444675922,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
318,Tata Tiago,Tiago,4,24800.0,23.84,1199.0,84.0,5,335000.0,13.50751985807024,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
319,Maruti Alto,Alto,16,70000.0,19.7,796.0,46.3,5,85000.0,1.2142683675947485,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
321,Honda Jazz,Jazz,3,20000.0,17.1,1199.0,88.51,5,740000.0,36.99815009249537,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
323,Maruti Swift,Swift,8,34553.0,22.0,1197.0,81.8,5,375000.0,10.852578572668866,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
324,Maruti Vitara,Vitara,3,40000.0,24.3,1248.0,88.5,5,810000.0,20.249493762655934,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
325,Volkswagen Polo,Polo,11,130000.0,16.47,1198.0,73.9,5,173000.0,1.3307589941615834,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
326,Maruti Vitara,Vitara,4,50000.0,24.3,1248.0,88.5,5,700000.0,13.999720005599888,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
327,Mahindra KUV,KUV,5,70000.0,25.32,1198.0,77.0,6,310000.0,4.4285081641690835,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
328,Mahindra Scorpio,Scorpio,4,120000.0,15.4,1997.0,120.0,7,850000.0,7.08327430604745,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
329,Hyundai i20,i20,8,90000.0,22.54,1396.0,88.76,5,285000.0,3.1666314818724235,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
330,Maruti Swift Dzire,Swift Dzire,7,120000.0,23.4,1248.0,74.0,5,450000.0,3.7499687502604147,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
331,Hyundai Creta,Creta,4,80000.0,19.67,1582.0,126.2,5,1100000.0,13.74982812714841,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
333,Mahindra Scorpio,Scorpio,4,30000.0,15.4,1997.0,120.0,7,1080000.0,35.99880003999866,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
334,Honda City,City,7,66100.0,26.0,1498.0,98.6,5,530000.0,8.018033010090619,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
335,Maruti Swift Dzire,Swift Dzire,4,50000.0,28.4,1248.0,74.02,5,680000.0,13.599728005439891,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
336,Mahindra Scorpio,Scorpio,4,42000.0,15.4,1997.0,120.0,7,1025000.0,24.404180852836838,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
337,Hyundai i20,i20,4,55000.0,18.6,1197.0,81.83,5,650000.0,11.817966946055526,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
338,Hyundai i10,i10,9,110699.0,20.36,1197.0,78.9,5,194000.0,1.7524841915085818,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
339,Maruti Baleno,Baleno,2,5000.0,21.4,1197.0,83.1,5,686000.0,137.1725654869026,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
340,Maruti Alto,Alto,5,50000.0,22.74,796.0,47.3,5,200000.0,3.999920001599968,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
341,Maruti Swift Dzire,Swift Dzire,11,44000.0,19.1,1197.0,85.8,5,250000.0,5.681689052521533,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
342,Maruti Vitara,Vitara,3,90000.0,24.3,1248.0,88.5,5,730000.0,8.111020988655682,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
343,Hyundai Verna,Verna,5,55000.0,17.01,1591.0,121.3,5,650000.0,11.817966946055526,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
344,Maruti Vitara,Vitara,4,45000.0,24.3,1248.0,88.5,5,790000.0,17.555165440767983,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
345,Maruti Baleno,Baleno,4,30000.0,21.4,1197.0,83.1,5,620000.0,20.665977800739974,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
346,Hyundai Verna,Verna,8,50000.0,17.01,1591.0,121.3,5,510000.0,10.199796004079918,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
347,Maruti Eeco,Eeco,8,20000.0,15.37,1196.0,73.0,5,375000.0,18.749062546872658,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
349,Maruti Swift Dzire,Swift Dzire,4,19843.0,21.21,1197.0,81.8,5,620000.0,31.243700866760733,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
351,Ford Endeavour,Endeavour,10,30000.0,11.4,2159.5,153.86,7,950000.0,31.665611146295124,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
352,Toyota Innova,Innova,4,52300.0,13.68,2159.5,147.51,7,1450000.0,27.724135293780233,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
353,Honda City,City,5,40000.0,18.0,1497.0,117.3,5,845000.0,21.124471888202795,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
354,Maruti Swift Dzire,Swift Dzire,7,61500.0,23.4,1248.0,74.0,5,390000.0,6.341360303084502,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
355,Honda Amaze,Amaze,6,59000.0,18.0,1198.0,86.7,5,395000.0,6.694801783020627,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
356,Hyundai Grand,Grand,3,40000.0,18.9,1197.0,81.86,5,450000.0,11.249718757031074,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
357,Audi A6,A6,8,60000.0,17.68,1968.0,174.33,5,1485000.0,24.749587506874885,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
358,Hyundai Grand,Grand,8,61000.0,18.9,1197.0,82.0,5,325000.0,5.327781511778495,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
359,Mahindra KUV,KUV,5,70000.0,25.32,1198.0,77.0,6,350000.0,4.999928572448965,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
360,Mahindra XUV500,XUV500,8,63000.0,15.1,2159.5,140.0,7,650000.0,10.317296550848399,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
361,Mercedes-Benz E-Class,E-Class,9,58000.0,12.3,1796.0,182.25,5,1250000.0,21.551352562886848,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False
364,Maruti Swift Dzire,Swift Dzire,4,22000.0,28.4,1248.0,74.02,5,750000.0,34.089359574564796,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
365,Honda City,City,11,57977.0,17.0,1497.0,118.0,5,299000.0,5.157128566007796,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
367,Land Rover Rover,Rover,3,13000.0,12.19,1997.0,182.25,4,1485000.0,114.22198292439043,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False
368,Mini Cooper,Cooper,9,67000.0,17.33,1998.0,182.25,4,1325000.0,19.775824241429234,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False
369,Maruti Ertiga,Ertiga,7,48242.0,20.77,1248.0,88.76,7,524000.0,10.861679414630101,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
370,Ford Figo,Figo,9,68000.0,20.0,1399.0,68.05,5,169000.0,2.4852575697416213,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
371,Maruti Ertiga,Ertiga,7,40000.0,20.77,1248.0,88.8,7,500000.0,12.499687507812304,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
372,Audi Q7,Q7,9,98000.0,12.07,2159.5,182.25,7,1485000.0,15.152906602993847,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
373,Maruti Swift Dzire,Swift Dzire,8,113450.0,23.4,1248.0,74.0,5,380000.0,3.3494636450978836,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
374,Maruti Wagon R,Wagon R,3,80000.0,20.51,998.0,67.0,5,400000.0,4.9999375007812406,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
375,Hyundai Santro,Santro,1,1000.0,20.3,1086.0,68.0,5,565000.0,564.4355644355644,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
376,Maruti Wagon R,Wagon R,6,20292.0,20.51,998.0,67.04,5,335000.0,16.508155521608437,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
377,Mahindra Scorpio,Scorpio,11,67900.0,12.05,2159.5,120.0,7,300000.0,4.418197081044462,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
379,Mahindra Scorpio,Scorpio,6,40000.0,15.4,1997.0,120.0,7,1051000.0,26.274343141421465,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
380,Hyundai Grand,Grand,4,60000.0,24.0,1186.0,73.97,5,510000.0,8.499858335694405,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
381,Renault KWID,KWID,3,25000.0,24.04,999.0,67.0,5,370000.0,14.799408023679053,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
382,Maruti Wagon R,Wagon R,15,70000.0,18.9,998.0,67.1,5,200000.0,2.8571020413994086,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
383,Maruti Baleno,Baleno,3,21000.0,27.39,1248.0,74.0,5,625000.0,29.76048759582877,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
384,Mahindra Scorpio,Scorpio,3,39000.0,16.36,2159.5,140.0,7,1290000.0,33.0760749724366,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
385,Hyundai Creta,Creta,4,30000.0,15.8,1591.0,121.3,5,890000.0,29.66567781073964,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
386,Hyundai Verna,Verna,9,61000.0,22.32,1582.0,126.3,5,420000.0,6.885133030606056,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
387,Maruti Swift,Swift,4,5743.0,20.4,1197.0,83.11,5,500000.0,87.04735376044569,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
389,Hyundai Grand,Grand,3,24200.0,18.9,1197.0,81.86,5,600000.0,24.792363951902814,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
390,Maruti Baleno,Baleno,4,57000.0,27.39,1248.0,74.0,5,590000.0,10.350695601831546,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
391,Hyundai i10,i10,10,58000.0,20.36,1197.0,78.9,5,190000.0,3.2758055895588005,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
392,Datsun GO,GO,4,15000.0,19.44,1198.0,67.0,7,500000.0,33.33111125924938,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
393,Maruti Celerio,Celerio,4,10000.0,23.1,998.0,67.04,5,450000.0,44.995500449955,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
396,Mahindra XUV500,XUV500,6,100000.0,15.1,2159.5,140.0,7,650000.0,6.499935000649994,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
397,BMW Z4,Z4,1,2000.0,11.29,2159.5,182.25,2,1485000.0,742.1289355322339,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False
398,Maruti Wagon R,Wagon R,1,10000.0,20.52,1197.0,81.8,5,500000.0,49.99500049995,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
400,Maruti Alto,Alto,12,43000.0,19.7,796.0,46.3,5,140000.0,3.255738238645613,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
401,Honda Amaze,Amaze,8,64000.0,18.0,1198.0,86.7,5,349000.0,5.453039796253184,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
402,Maruti Wagon R,Wagon R,7,30000.0,20.51,998.0,67.06,5,325000.0,10.832972234258857,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
403,Honda City,City,7,63000.0,17.8,1497.0,117.3,5,435000.0,6.904652307106236,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
404,Maruti Celerio,Celerio,3,28000.0,31.25,998.0,58.33,5,455000.0,16.249419663583442,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
405,Land Rover Rover,Rover,3,25000.0,9.17,2159.5,182.25,7,1485000.0,59.3976240950362,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False
406,Honda City,City,4,32226.0,17.8,1497.0,117.3,5,755000.0,23.427560740993577,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
